RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@499,off,off,0%@499,0%@499,0%@499] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@39.5C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2568 VDD_SYS_CPU 230/230 VDD_SYS_DDR 706/706
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 306/1972 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3448/4643 VDD_SYS_CPU 996/424 VDD_SYS_DDR 706/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,16%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 306/1966 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3448/4638 VDD_SYS_CPU 996/426 VDD_SYS_DDR 706/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1959 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3448/4634 VDD_SYS_CPU 996/428 VDD_SYS_DDR 706/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@40.5C BCPU@41.5C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1953 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3410/4629 VDD_SYS_CPU 996/430 VDD_SYS_DDR 706/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1947 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3410/4625 VDD_SYS_CPU 996/432 VDD_SYS_DDR 706/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1941 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3410/4621 VDD_SYS_CPU 996/434 VDD_SYS_DDR 706/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1935 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3410/4616 VDD_SYS_CPU 996/436 VDD_SYS_DDR 706/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1928 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3372/4612 VDD_SYS_CPU 996/438 VDD_SYS_DDR 706/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1922 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3372/4607 VDD_SYS_CPU 996/440 VDD_SYS_DDR 706/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1916 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3372/4603 VDD_SYS_CPU 996/442 VDD_SYS_DDR 706/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1910 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3372/4599 VDD_SYS_CPU 996/444 VDD_SYS_DDR 706/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [50%@2035,off,off,25%@2035,0%@2035,16%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1904 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3372/4594 VDD_SYS_CPU 996/446 VDD_SYS_DDR 706/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@2035,off,off,100%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1899 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3410/4590 VDD_SYS_CPU 996/448 VDD_SYS_DDR 725/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,80%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40C BCPU@42C thermal@41.4C Tdiode@40C VDD_SYS_GPU 229/1893 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3410/4586 VDD_SYS_CPU 996/450 VDD_SYS_DDR 725/739
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@1881,off,off,0%@1881,0%@1881,0%@1881] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@40C BCPU@41.5C thermal@41.4C Tdiode@40C VDD_SYS_GPU 153/1887 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3333/4582 VDD_SYS_CPU 919/452 VDD_SYS_DDR 725/739
